n,training_time
698,7.51948356628418
699,8.559703826904297
700,8.700370788574219
701,7.547140121459961
702,8.708477020263672
703,7.003307342529297
704,7.703304290771484
705,8.573055267333984
706,8.00776481628418
707,9.61756706237793
708,16.098976135253906
709,9.512662887573242
710,8.013486862182617
711,7.595300674438477
712,8.51893424987793
713,9.528636932373047
714,11.063814163208008
715,7.99250602722168
716,8.664131164550781
717,6.935358047485352
718,8.090972900390625
719,12.584209442138672
720,6.99305534362793
721,7.666587829589844
722,6.999492645263672
723,12.531280517578125
724,7.507085800170898
725,7.55000114440918
726,7.327079772949219
727,7.509469985961914
728,9.050846099853516
729,7.539510726928711
730,8.527040481567383
731,11.141538619995117
732,6.997585296630859
733,9.564638137817383
734,10.563850402832031
735,8.53729248046875
736,13.1378173828125
737,7.64775276184082
738,7.926702499389648
739,10.513544082641602
740,6.660938262939453
741,8.60142707824707
742,10.532855987548828
743,7.602453231811523
744,11.585474014282227
745,12.984037399291992
746,9.292364120483398
747,8.616924285888672
748,7.63702392578125
749,8.293390274047852
750,9.565114974975586
751,7.557392120361328
752,8.67462158203125
753,11.656045913696289
754,12.583255767822266
755,9.659290313720703
756,8.281230926513672
757,7.584810256958008
758,7.3184967041015625
759,16.00956916809082
760,9.61160659790039
761,10.545015335083008
762,8.280038833618164
763,8.644819259643555
764,9.680032730102539
765,8.58926773071289
766,7.56072998046875
767,7.636547088623047
768,16.36338233947754
769,14.151573181152344
770,9.682178497314453
771,16.622304916381836
772,12.458324432373047
773,9.544134140014648
774,14.835119247436523
775,40.0700569152832
776,30.56931495666504
777,23.400068283081055
778,16.481876373291016
779,10.683059692382812
780,10.623455047607422
781,13.116598129272461
782,9.57489013671875
783,17.986774444580078
784,18.210411071777344
785,13.333320617675781
786,9.594440460205078
787,17.18449592590332
788,9.772062301635742
789,11.444807052612305
790,19.23203468322754
791,11.581897735595703
792,8.678197860717773
793,16.079187393188477
794,12.69841194152832
795,9.593009948730469
796,11.808395385742188
797,9.685993194580078
798,12.293815612792969
799,9.686708450317383
800,18.07093620300293
801,13.036251068115234
802,18.126726150512695
803,12.500524520874023
804,9.507894515991211
805,9.560823440551758
806,8.287429809570312
807,9.519577026367188
808,10.515689849853516
809,11.09004020690918
810,9.536266326904297
811,8.52203369140625
812,11.720657348632812
813,11.735677719116211
814,7.628917694091797
815,26.58700942993164
816,11.239290237426758
817,8.091211318969727
818,10.51020622253418
819,15.195131301879883
820,9.021282196044922
821,10.475635528564453
822,12.088298797607422
823,11.115789413452148
824,10.65373420715332
825,11.607646942138672
826,8.636236190795898
827,7.7800750732421875
828,9.577751159667969
829,13.71145248413086
830,13.60774040222168
831,11.546611785888672
832,14.522075653076172
833,9.582281112670898
834,14.351844787597656
835,11.539697647094727
836,7.964134216308594
837,18.834352493286133
838,11.661291122436523
839,9.439229965209961
840,15.318870544433594
841,10.338068008422852
842,12.668848037719727
843,16.414165496826172
844,10.593175888061523
845,9.636402130126953
846,9.690523147583008
847,9.612560272216797
848,12.069940567016602
849,12.701988220214844
850,10.241031646728516
851,10.657310485839844
852,18.27549934387207
853,23.708820343017578
854,8.94308090209961
855,9.548664093017578
856,9.577512741088867
857,14.207124710083008
858,10.619163513183594
859,13.479232788085938
860,8.93712043762207
861,10.460376739501953
862,15.125513076782227
863,8.677005767822266
864,12.428998947143555
865,8.571386337280273
866,10.646820068359375
867,15.983343124389648
868,10.570764541625977
869,12.972831726074219
870,18.23902130126953
871,12.247800827026367
872,12.413978576660156
873,13.448476791381836
874,12.582540512084961
875,7.510185241699219
876,9.710073471069336
877,10.57124137878418
878,10.46442985534668
879,9.554386138916016
880,14.551639556884766
881,11.526107788085938
882,13.54670524597168
883,13.597965240478516
884,8.987665176391602
885,8.531570434570312
886,10.41865348815918
887,11.546134948730469
888,9.789228439331055
889,11.74163818359375
890,18.037796020507812
891,15.570640563964844
892,10.650157928466797
893,9.715080261230469
894,14.661073684692383
895,8.597850799560547
896,11.057376861572266
897,15.095233917236328
898,20.592212677001953
899,8.657217025756836
900,9.607791900634766
901,13.633489608764648
902,15.205144882202148
903,15.215873718261719
904,16.81804656982422
905,19.312620162963867
906,14.24407958984375
907,9.650945663452148
908,8.923768997192383
909,15.207052230834961
910,11.019468307495117
911,10.663032531738281
912,14.247655868530273
913,10.60342788696289
914,12.537479400634766
915,11.266231536865234
916,9.546995162963867
917,13.544082641601562
918,8.510828018188477
919,12.582063674926758
920,15.55323600769043
921,17.071008682250977
922,11.545658111572266
923,9.471416473388672
924,16.019344329833984
925,11.557817459106445
926,15.795230865478516
927,11.521577835083008
928,9.663581848144531
929,9.655237197875977
930,9.449005126953125
931,16.57843589782715
932,11.94310188293457
933,9.501457214355469
934,11.516332626342773
935,10.46299934387207
936,13.04316520690918
937,16.03078842163086
938,13.715982437133789
939,14.214277267456055
940,16.29018783569336
941,14.205217361450195
942,13.020038604736328
943,9.644269943237305
944,10.526895523071289
945,11.536836624145508
946,20.70784568786621
947,10.542869567871094
948,12.552022933959961
949,17.83132553100586
950,10.614871978759766
951,9.532451629638672
952,20.5535888671875
